"PublYearMonth","Company","PSOE","PP","VOX","UP","Cs","ERC","CC","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2015-mar","Intercampo",0.27,0.26,NA,0.25,0.1,0.015,NA,NA,2024,NA,2015-03-13,2015-03-29,FALSE,"Intercampo"
"2015-mar","Invymark",0.203,0.264,NA,0.238,0.148,NA,NA,NA,1200,NA,2015-03-23,2015-03-27,FALSE,"Invymark"
"2015-mar","Encuestamos",0.236,0.237,NA,0.255,0.147,0.021,NA,NA,900,NA,2015-03-26,2015-03-26,FALSE,"Encuestamos"
"2015-mar","Simple Lógica",0.187,0.23,NA,0.261,0.18,NA,NA,NA,1058,NA,2015-03-02,2015-03-13,FALSE,"Simple Lógica"
"2015-mar","MyWord",0.191,0.22,NA,0.263,0.188,NA,NA,NA,1000,NA,2015-03-04,2015-03-09,FALSE,"MyWord"
"2015-mar","Celeste-Tel",0.264,0.309,NA,0.171,0.117,0.019,0.007,NA,1100,NA,2015-03-02,2015-03-06,FALSE,"Celeste-Tel"
"2015-mar","Metroscopia",0.202,0.186,NA,0.281,0.184,NA,NA,NA,1000,NA,2015-03-03,2015-03-04,FALSE,"Metroscopia"
"2015-mar","JM&A",0.186,0.259,NA,0.284,0.094,0.02,0.004,NA,NA,NA,2015-03-01,2015-03-01,FALSE,"JM&A"
"2015-feb","Encuestamos",0.199,0.255,NA,0.299,0.101,0.022,NA,NA,600,NA,2015-02-26,2015-02-26,FALSE,"Encuestamos"
"2015-feb","Invymark",0.215,0.278,NA,0.274,0.064,0.028,NA,NA,NA,NA,2015-02-23,2015-02-26,FALSE,"Invymark"
"2015-feb","NC Report",0.228,0.293,NA,0.28,0.033,0.02,0.004,NA,NA,NA,2015-02-15,2015-02-15,FALSE,"NC Report"
"2015-feb","JM&A",0.196,0.271,NA,0.301,0.04,0.023,0.004,NA,NA,NA,2015-02-14,2015-02-14,FALSE,"JM&A"
"2015-feb","Sigma Dos",0.201,0.296,NA,0.299,0.073,0.024,NA,NA,1800,NA,2015-02-09,2015-02-12,FALSE,"Sigma Dos"
"2015-feb","MyWord",0.195,0.225,NA,0.276,0.134,NA,NA,NA,1000,NA,2015-02-09,2015-02-11,FALSE,"MyWord"
"2015-feb","Simple Lógica",0.178,0.268,NA,0.33,0.085,NA,NA,NA,1058,NA,2015-02-02,2015-02-09,FALSE,"Simple Lógica"
"2015-feb","Celeste-Tel",0.244,0.318,NA,0.228,0.062,0.02,0.006,NA,1100,NA,2015-02-02,2015-02-06,FALSE,"Celeste-Tel"
"2015-feb","Demoscopia Servicios",0.218,0.283,NA,0.302,0.045,NA,NA,NA,NA,NA,2015-02-02,2015-02-06,FALSE,"Demoscopia Servicios"
"2015-feb","Invymark",0.201,0.261,NA,0.303,0.038,0.031,NA,NA,1200,NA,2015-02-02,2015-02-06,FALSE,"Invymark"
"2015-feb","Metroscopia",0.183,0.209,NA,0.342,0.122,NA,NA,NA,1000,NA,2015-02-03,2015-02-04,FALSE,"Metroscopia"
"2015-jan","Sigma Dos",0.214,0.271,NA,0.311,0.05,0.024,NA,NA,1000,NA,2015-01-26,2015-01-29,FALSE,"Sigma Dos"
"2015-jan","Encuestamos",0.191,0.22,NA,0.362,0.076,0.023,NA,NA,NA,NA,2015-01-23,2015-01-23,FALSE,"Encuestamos"
"2015-jan","GAD3",0.192,0.293,NA,0.248,0.063,0.018,NA,NA,1000,NA,2015-01-09,2015-01-16,FALSE,"GAD3"
"2015-jan","NC Report",0.23,0.293,NA,0.286,0.038,NA,NA,NA,NA,NA,2015-01-07,2015-01-15,FALSE,"NC Report"
"2015-jan","Sigma Dos",0.194,0.294,NA,0.309,0.046,0.027,NA,NA,1800,NA,2015-01-12,2015-01-14,FALSE,"Sigma Dos"
"2015-jan","Simple Lógica",0.186,0.245,NA,0.354,0.058,NA,NA,NA,1025,NA,2015-01-07,2015-01-14,FALSE,"Simple Lógica"
"2015-jan","CIS",0.222,0.273,NA,0.291,0.031,0.016,0.005,NA,2481,NA,2015-01-02,2015-01-12,FALSE,"CIS"
"2015-jan","PP",0.2,0.28,NA,0.24,NA,NA,NA,NA,NA,NA,2015-01-09,2015-01-10,FALSE,"PP"
"2015-jan","Celeste-Tel",0.238,0.311,NA,0.256,0.045,0.02,0.005,NA,1100,NA,2015-01-02,2015-01-09,FALSE,"Celeste-Tel"
"2015-jan","Metroscopia",0.235,0.192,NA,0.335,0.081,NA,NA,NA,1000,NA,2015-01-07,2015-01-08,FALSE,"Metroscopia"
"2015-jan","MyWord",0.19,0.246,NA,0.312,0.05,0.024,NA,NA,1001,NA,2015-12-30,2015-01-06,FALSE,"MyWord"
"2014-dec","NC Report",0.234,0.286,NA,0.283,0.028,0.02,NA,NA,1600,NA,2014-12-09,2014-12-30,FALSE,"NC Report"
"2014-dec","Invymark",0.22,0.255,NA,0.298,0.031,0.031,NA,NA,1200,NA,2014-12-15,2014-12-19,FALSE,"Invymark"
"2014-dec","Sigma Dos",0.187,0.265,NA,0.34,0.031,0.028,NA,NA,1800,NA,2014-12-12,2014-12-18,FALSE,"Sigma Dos"
"2014-dec","GESOP",0.198,0.261,NA,0.297,0.038,0.022,NA,NA,1000,NA,2014-12-09,2014-12-15,FALSE,"GESOP"
"2014-dec","DYM",0.167,0.261,NA,0.352,0.042,NA,NA,NA,NA,NA,2014-12-13,2014-12-13,FALSE,"DYM"
"2014-dec","Simple Lógica",0.193,0.231,NA,0.366,NA,NA,NA,NA,1039,NA,2014-12-01,2014-12-10,FALSE,"Simple Lógica"
"2014-dec","Celeste-Tel",0.241,0.299,NA,0.266,0.039,0.021,0.006,NA,1100,NA,2014-12-01,2014-12-05,FALSE,"Celeste-Tel"
"2014-dec","Invymark",0.218,0.257,NA,0.294,0.027,0.031,NA,NA,NA,NA,2014-12-01,2014-12-05,FALSE,"Invymark"
"2014-dec","Sigma Dos",0.196,0.265,NA,0.339,0.024,0.026,NA,NA,1000,NA,2014-12-02,2014-12-04,FALSE,"Sigma Dos"
"2014-dec","Metroscopia",0.277,0.2,NA,0.306,NA,NA,NA,NA,1000,NA,2014-12-02,2014-12-03,FALSE,"Metroscopia"
"2014-nov","Sigma Dos",0.201,0.263,NA,0.325,0.025,0.028,NA,NA,1000,NA,2014-11-17,2014-11-19,FALSE,"Sigma Dos"
"2014-nov","JM&A",0.22,0.277,NA,0.275,0.026,0.026,0.004,NA,NA,NA,2014-11-14,2014-11-14,FALSE,"JM&A"
"2014-nov","Invymark",0.216,0.26,NA,0.297,0.023,0.032,NA,NA,NA,NA,2014-11-10,2014-11-14,FALSE,"Invymark"
"2014-nov","Simple Lógica",0.182,0.25,NA,0.347,NA,NA,NA,NA,1030,NA,2014-11-01,2014-11-12,FALSE,"Simple Lógica"
"2014-nov","Celeste-Tel",0.245,0.305,NA,0.26,0.04,0.022,0.006,NA,1100,NA,2014-11-03,2014-11-07,FALSE,"Celeste-Tel"
"2014-nov","DYM",0.195,0.269,NA,0.336,0.056,NA,NA,NA,985,NA,2014-10-28,2014-11-06,FALSE,"DYM"
"2014-oct","Llorente & Cuenca",0.226,0.251,NA,0.282,NA,NA,NA,NA,NA,NA,2014-10-31,2014-10-31,FALSE,"Llorente & Cuenca"
"2014-oct","Invymark",0.205,0.264,NA,0.281,NA,0.034,NA,NA,NA,NA,2014-10-27,2014-10-31,FALSE,"Invymark"
"2014-oct","Metroscopia",0.262,0.207,NA,0.315,NA,NA,NA,NA,1000,NA,2014-10-28,2014-10-29,FALSE,"Metroscopia"
"2014-oct","Asturbarómetro",0.239,0.295,NA,0.248,NA,NA,NA,NA,402,NA,2014-10-10,2014-10-25,FALSE,"Asturbarómetro"
"2014-oct","Invymark",0.214,0.282,NA,0.255,NA,0.034,NA,NA,NA,NA,2014-10-13,2014-10-17,FALSE,"Invymark"
"2014-oct","Sigma Dos",0.237,0.283,NA,0.293,0.018,0.026,NA,NA,1100,NA,2014-10-13,2014-10-16,FALSE,"Sigma Dos"
"2014-oct","CIS",0.239,0.275,NA,0.273,0.021,0.023,0.003,NA,2480,NA,2014-10-01,2014-10-13,FALSE,"CIS"
"2014-oct","Intercampo",0.31,0.2,NA,0.27,NA,0.025,NA,NA,1724,NA,2014-09-15,2014-10-12,FALSE,"Intercampo"
"2014-oct","Simple Lógica",0.246,0.297,NA,0.268,NA,NA,NA,NA,NA,NA,2014-10-03,2014-10-10,FALSE,"Simple Lógica"
"2014-oct","JM&A",0.216,0.326,NA,0.219,NA,NA,NA,NA,NA,NA,2014-10-09,2014-10-09,FALSE,"JM&A"
"2014-oct","Celeste-Tel",0.254,0.326,NA,0.225,0.036,0.019,0.006,NA,1100,NA,2014-10-01,2014-10-07,FALSE,"Celeste-Tel"
"2014-oct","Invymark",0.209,0.286,NA,0.25,NA,0.033,NA,NA,NA,NA,2014-09-29,2014-10-03,FALSE,"Invymark"
"2014-sep","Metroscopia",0.309,0.302,NA,0.19,NA,NA,NA,NA,1000,NA,2014-09-29,2014-09-30,FALSE,"Metroscopia"
"2014-sep","Demoscopia Servicios",0.242,0.327,NA,0.256,0.031,NA,NA,NA,NA,NA,2014-09-22,2014-09-26,FALSE,"Demoscopia Servicios"
"2014-sep","Invymark",0.207,0.292,NA,0.25,NA,0.034,NA,NA,NA,NA,2014-09-15,2014-09-19,FALSE,"Invymark"
"2014-sep","NC Report",0.233,0.342,NA,0.223,NA,NA,NA,NA,955,NA,2014-09-08,2014-09-12,FALSE,"NC Report"
"2014-sep","Simple Lógica",0.2,0.328,NA,0.286,NA,NA,NA,NA,NA,NA,2014-09-05,2014-09-12,FALSE,"Simple Lógica"
"2014-sep","Celeste-Tel",0.245,0.331,NA,0.208,0.037,0.02,0.006,NA,1100,NA,2014-09-01,2014-09-05,FALSE,"Celeste-Tel"
"2014-aug","NC Report",0.234,0.339,NA,0.206,0.026,0.022,0.01,NA,900,NA,2014-08-25,2014-08-30,FALSE,"NC Report"
"2014-aug","Sigma Dos",0.223,0.301,NA,0.253,NA,0.033,NA,NA,1000,NA,2014-08-26,2014-08-28,FALSE,"Sigma Dos"
"2014-aug","Simple Lógica",0.167,0.294,NA,0.325,NA,NA,NA,NA,1053,NA,2014-08-01,2014-08-08,FALSE,"Simple Lógica"
"2014-jul","Celeste-Tel",0.241,0.338,NA,0.187,0.037,0.018,0.006,NA,1100,NA,2014-07-18,2014-07-24,FALSE,"Celeste-Tel"
"2014-jul","Metroscopia",0.317,0.323,NA,0.156,NA,NA,NA,NA,1200,NA,2014-07-16,2014-07-24,FALSE,"Metroscopia"
"2014-jul","Invymark",0.227,0.264,NA,0.233,0.031,NA,NA,NA,NA,NA,2014-07-14,2014-07-18,FALSE,"Invymark"
"2014-jul","Invymark",0.224,0.265,NA,0.231,0.03,NA,NA,NA,NA,NA,2014-07-07,2014-07-11,FALSE,"Invymark"
"2014-jul","CIS",0.212,0.3,NA,0.235,0.009,0.033,0.003,NA,2471,NA,2014-07-01,2014-07-09,FALSE,"CIS"
"2014-jul","Simple Lógica",0.151,0.29,NA,0.333,NA,NA,NA,NA,1112,NA,2014-07-01,2014-07-08,FALSE,"Simple Lógica"
"2014-jul","Demoscopia Servicios",0.26,0.3,NA,0.19,NA,NA,NA,NA,NA,NA,2014-07-05,2014-07-05,FALSE,"Demoscopia Servicios"
"2014-jul","Celeste-Tel",0.232,0.335,NA,0.192,0.037,0.017,0.006,NA,1100,NA,2014-07-01,2014-07-05,FALSE,"Celeste-Tel"
"2014-jun","Simple Lógica",0.147,0.288,NA,0.327,NA,NA,NA,NA,1035,NA,2014-06-02,2014-06-14,FALSE,"Simple Lógica"
"2014-jun","NC Report",0.219,0.346,NA,0.224,NA,NA,NA,NA,955,NA,2014-05-28,2014-06-11,FALSE,"NC Report"
"2014-jun","Celeste-Tel",0.223,0.324,NA,0.195,0.037,0.019,0.006,NA,1100,NA,2014-06-04,2014-06-06,FALSE,"Celeste-Tel"
"2014-may","GESOP",0.194,0.256,NA,0.232,0.035,0.033,NA,NA,1000,NA,2014-05-27,2014-05-31,FALSE,"GESOP"
"2014-may","Sigma Dos",0.257,0.338,NA,0.134,0.029,NA,NA,NA,1111,NA,2014-05-13,2014-05-15,FALSE,"Sigma Dos"
"2014-may","Simple Lógica",0.229,0.309,NA,0.124,NA,NA,NA,NA,NA,NA,2014-05-02,2014-05-10,FALSE,"Simple Lógica"
"2014-may","Celeste-Tel",0.29,0.324,NA,0.139,0.02,0.018,0.008,NA,1100,NA,2014-05-02,2014-05-08,FALSE,"Celeste-Tel"
"2014-may","Feedback",0.271,0.349,NA,0.125,NA,0.024,NA,NA,1500,NA,2014-04-30,2014-05-08,FALSE,"Feedback"
"2014-apr","Sigma Dos",0.302,0.331,NA,0.116,0.023,NA,NA,NA,1000,NA,2014-04-10,2014-04-15,FALSE,"Sigma Dos"
"2014-apr","Simple Lógica",0.238,0.284,NA,0.115,NA,NA,NA,NA,1020,NA,2014-04-01,2014-04-09,FALSE,"Simple Lógica"
"2014-apr","CIS",0.262,0.319,NA,0.109,NA,0.025,0.004,NA,2469,NA,2014-04-01,2014-04-07,FALSE,"CIS"
"2014-apr","Celeste-Tel",0.289,0.323,NA,0.125,0.014,0.019,0.009,NA,1100,NA,2014-04-01,2014-04-05,FALSE,"Celeste-Tel"
"2014-apr","Metroscopia",0.323,0.318,NA,0.117,NA,NA,NA,NA,1200,NA,2014-03-25,2014-04-01,FALSE,"Metroscopia"
"2014-mar","NC Report",0.278,0.333,NA,0.123,NA,NA,NA,NA,955,NA,2014-03-03,2014-03-14,FALSE,"NC Report"
"2014-mar","Simple Lógica",0.228,0.293,NA,0.133,NA,NA,NA,NA,1068,NA,2014-03-03,2014-03-07,FALSE,"Simple Lógica"
"2014-mar","Celeste-Tel",0.289,0.32,NA,0.128,0.014,0.02,0.01,NA,1100,NA,2014-03-01,2014-03-06,FALSE,"Celeste-Tel"
"2014-mar","Metroscopia",0.32,0.315,NA,0.12,NA,NA,NA,NA,1200,NA,2014-02-25,2014-03-04,FALSE,"Metroscopia"
"2014-mar","NC Report",0.267,0.326,NA,0.121,NA,0.023,0.013,NA,630,NA,2014-02-28,2014-03-01,FALSE,"NC Report"
"2014-feb","Invymark",0.236,0.288,NA,0.145,NA,NA,NA,NA,NA,NA,2014-02-24,2014-02-28,FALSE,"Invymark"
"2014-feb","MyWord",0.232,0.275,NA,0.115,NA,NA,NA,NA,1000,NA,2014-02-13,2014-02-19,FALSE,"MyWord"
"2014-feb","Invymark",0.232,0.289,NA,0,NA,NA,NA,NA,NA,NA,2014-02-10,2014-02-14,FALSE,"Invymark"
"2014-feb","GAD3",0.263,0.323,NA,0.107,0.009,0.021,NA,NA,1000,NA,2014-02-05,2014-02-13,FALSE,"GAD3"
"2014-feb","Simple Lógica",0.203,0.296,NA,0.149,NA,NA,NA,NA,1119,NA,2014-02-03,2014-02-10,FALSE,"Simple Lógica"
"2014-feb","Metroscopia",0.317,0.308,NA,0.135,NA,NA,NA,NA,1200,NA,2014-02-05,2014-02-06,FALSE,"Metroscopia"
"2014-feb","Celeste-Tel",0.287,0.316,NA,0.131,0.014,0.021,0.008,NA,1100,NA,2014-02-01,2014-02-06,FALSE,"Celeste-Tel"
"2014-jan","Invymark",0.233,0.287,NA,0.147,NA,NA,NA,NA,NA,NA,2014-01-20,2014-01-24,FALSE,"Invymark"
"2014-jan","GESOP",0.249,0.286,NA,0.132,0.041,0.021,NA,NA,1000,NA,2014-01-20,2014-01-23,FALSE,"GESOP"
"2014-jan","CIS",0.266,0.321,NA,0.113,NA,0.025,0.01,NA,2480,NA,2014-01-03,2014-01-15,FALSE,"CIS"
"2014-jan","Invymark",0.234,0.285,NA,0.147,NA,NA,NA,NA,NA,NA,2014-01-04,2014-01-11,FALSE,"Invymark"
"2014-jan","Simple Lógica",0.22,0.281,NA,0.148,NA,NA,NA,NA,1030,NA,2014-01-02,2014-01-10,FALSE,"Simple Lógica"
"2014-jan","Metroscopia",0.335,0.32,NA,0.125,NA,NA,NA,NA,1200,NA,2014-01-08,2014-01-09,FALSE,"Metroscopia"
"2014-jan","Celeste-Tel",0.288,0.321,NA,0.132,0.013,0.022,0.009,NA,1100,NA,2014-01-02,2014-01-07,FALSE,"Celeste-Tel"
"2013-dec","Sigma Dos",0.244,0.333,NA,0.147,NA,0.026,NA,NA,1000,NA,2013-12-26,2013-12-28,FALSE,"Sigma Dos"
"2013-dec","Invymark",0.236,0.282,NA,0.146,NA,NA,NA,NA,NA,NA,2013-12-16,2013-12-20,FALSE,"Invymark"
"2013-dec","Simple Lógica",0.228,0.307,NA,0.141,NA,NA,NA,NA,1044,NA,2013-12-02,2013-12-10,FALSE,"Simple Lógica"
"2013-dec","Celeste-Tel",0.286,0.32,NA,0.131,0.013,0.023,0.009,NA,1100,NA,2013-12-01,2013-12-05,FALSE,"Celeste-Tel"
"2013-nov","Metroscopia",0.315,0.339,NA,0.12,NA,0.022,0.005,NA,12000,NA,2013-11-30,2013-11-30,FALSE,"Metroscopia"
"2013-nov","GESOP",0.251,0.295,NA,0.129,0.04,0.025,NA,NA,1000,NA,2013-11-25,2013-11-28,FALSE,"GESOP"
"2013-nov","NC Report",0.284,0.342,NA,0.122,NA,NA,NA,NA,955,NA,2013-11-18,2013-11-28,FALSE,"NC Report"
"2013-nov","Invymark",0.233,0.284,NA,0.145,NA,NA,NA,NA,NA,NA,2013-11-18,2013-11-22,FALSE,"Invymark"
"2013-nov","Sigma Dos",0.27,0.306,NA,0.134,NA,0.026,NA,NA,1000,NA,2013-11-12,2013-11-14,FALSE,"Sigma Dos"
"2013-nov","GAD3",0.285,0.331,NA,0.092,NA,0.021,NA,NA,801,NA,2013-11-11,2013-11-14,FALSE,"GAD3"
"2013-nov","Simple Lógica",0.217,0.309,NA,0.122,NA,NA,NA,NA,1959,NA,2013-11-04,2013-11-13,FALSE,"Simple Lógica"
"2013-nov","Invymark",0.231,0.282,NA,0.147,NA,NA,NA,NA,NA,NA,2013-11-04,2013-11-08,FALSE,"Invymark"
"2013-nov","Celeste-Tel",0.282,0.318,NA,0.133,0.014,0.024,0.009,NA,1100,NA,2013-11-02,2013-11-07,FALSE,"Celeste-Tel"
"2013-nov","MyWord",0.227,0.271,NA,0.135,NA,NA,NA,NA,1000,NA,2013-10-30,2013-11-04,FALSE,"MyWord"
"2013-oct","DYM",0.212,0.325,NA,0.173,NA,NA,NA,NA,967,NA,2013-10-22,2013-10-31,FALSE,"DYM"
"2013-oct","Invymark",0.234,0.272,NA,0.148,NA,NA,NA,NA,NA,NA,2013-10-14,2013-10-18,FALSE,"Invymark"
"2013-oct","Intercampo",0.348,0.283,NA,0.127,NA,0.022,NA,NA,1726,NA,2013-09-16,2013-10-14,FALSE,"Intercampo"
"2013-oct","Intercampo",0.356,0.265,NA,0.138,NA,0.026,NA,NA,1726,NA,2013-09-16,2013-10-14,FALSE,"Intercampo"
"2013-oct","NC Report",0.269,0.35,NA,0.122,NA,0.022,NA,NA,920,NA,2013-10-02,2013-10-11,FALSE,"NC Report"
"2013-oct","GAD3",0.258,0.332,NA,0.133,NA,0.026,NA,NA,805,NA,2013-10-07,2013-10-10,FALSE,"GAD3"
"2013-oct","CIS",0.268,0.34,NA,0.113,NA,0.025,0.005,NA,2485,NA,2013-10-01,2013-10-09,FALSE,"CIS"
"2013-oct","Simple Lógica",0.216,0.275,NA,0.126,NA,NA,NA,NA,1001,NA,2013-10-01,2013-10-07,FALSE,"Simple Lógica"
"2013-oct","Celeste-Tel",0.281,0.315,NA,0.137,0.013,0.023,0.009,NA,1100,NA,2013-10-01,2013-10-05,FALSE,"Celeste-Tel"
"2013-oct","Metroscopia",0.29,0.341,NA,0.115,NA,NA,NA,NA,1000,NA,2013-10-02,2013-10-03,FALSE,"Metroscopia"
"2013-sep","Invymark",0.235,0.26,NA,0.148,NA,NA,NA,NA,NA,NA,2013-09-23,2013-09-27,FALSE,"Invymark"
"2013-sep","NC Report",0.265,0.338,NA,0.127,NA,NA,NA,NA,955,NA,2013-09-09,2013-09-20,FALSE,"NC Report"
"2013-sep","GAD3",0.274,0.324,NA,0.128,NA,0.021,NA,NA,935,NA,2013-09-10,2013-09-13,FALSE,"GAD3"
"2013-sep","Invymark",0.236,0.261,NA,0.147,NA,NA,NA,NA,NA,NA,2013-09-09,2013-09-13,FALSE,"Invymark"
"2013-sep","Simple Lógica",0.233,0.281,NA,0.149,NA,NA,NA,NA,NA,NA,2013-09-03,2013-09-09,FALSE,"Simple Lógica"
"2013-sep","Celeste-Tel",0.278,0.309,NA,0.142,0.012,0.023,0.009,NA,1100,NA,2013-09-02,2013-09-06,FALSE,"Celeste-Tel"
"2013-sep","Feedback",0.252,0.379,NA,0.12,NA,0.021,NA,NA,1500,NA,2013-09-02,2013-09-06,FALSE,"Feedback"
"2013-sep","Metroscopia",0.305,0.301,NA,0.116,NA,NA,NA,NA,700,NA,2013-09-04,2013-09-05,FALSE,"Metroscopia"
"2013-aug","MyWord",0.209,0.284,NA,0.15,NA,NA,NA,NA,1000,NA,2013-08-26,2013-08-30,FALSE,"MyWord"
"2013-aug","Simple Lógica",0.222,0.296,NA,0.165,NA,NA,NA,NA,1025,NA,2013-08-01,2013-08-10,FALSE,"Simple Lógica"
"2013-jul","TNS Demoscopia",0.25,0.3,NA,0.15,NA,NA,NA,NA,1000,NA,2013-07-29,2013-07-31,FALSE,"TNS Demoscopia"
"2013-jul","Celeste-Tel",0.271,0.313,NA,0.14,0.014,0.022,0.009,NA,1100,NA,2013-07-26,2013-07-31,FALSE,"Celeste-Tel"
"2013-jul","Metroscopia",0.275,0.347,NA,0.114,NA,NA,NA,NA,1000,NA,2013-07-24,2013-07-25,FALSE,"Metroscopia"
"2013-jul","Metroscopia",0.228,0.23,NA,0.162,NA,NA,NA,NA,1000,NA,2013-07-24,2013-07-25,FALSE,"Metroscopia"
"2013-jul","Sigma Dos",0.278,0.307,NA,0.143,NA,0.016,NA,NA,1000,NA,2013-07-16,2013-07-18,FALSE,"Sigma Dos"
"2013-jul","CIS",0.272,0.325,NA,0.115,NA,0.023,0.005,NA,2476,NA,2013-07-01,2013-07-10,FALSE,"CIS"
"2013-jul","Simple Lógica",0.242,0.258,NA,0.147,NA,NA,NA,NA,1012,NA,2013-07-01,2013-07-09,FALSE,"Simple Lógica"
"2013-jul","Celeste-Tel",0.27,0.317,NA,0.136,0.014,0.022,0.009,NA,1100,NA,2013-07-01,2013-07-05,FALSE,"Celeste-Tel"
"2013-jul","Invymark",0.245,0.291,NA,0,NA,NA,NA,NA,NA,NA,2013-07-01,2013-07-05,FALSE,"Invymark"
"2013-jul","Metroscopia",0.216,0.23,NA,0.166,NA,NA,NA,NA,1000,NA,2013-07-03,2013-07-04,FALSE,"Metroscopia"
"2013-jun","GESOP",0.255,0.281,NA,0.156,NA,0.021,NA,NA,1000,NA,2013-06-25,2013-06-28,FALSE,"GESOP"
"2013-jun","MyWord",0.22,0.303,NA,0.152,NA,NA,NA,NA,1000,NA,2013-06-14,2013-06-18,FALSE,"MyWord"
"2013-jun","Invymark",0.244,0.289,NA,0,NA,NA,NA,NA,NA,NA,2013-06-10,2013-06-14,FALSE,"Invymark"
"2013-jun","Simple Lógica",0.212,0.319,NA,0.129,NA,NA,NA,NA,1018,NA,2013-06-03,2013-06-11,FALSE,"Simple Lógica"
"2013-jun","Celeste-Tel",0.265,0.309,NA,0.138,0.016,0.021,0.009,NA,1100,NA,2013-06-03,2013-06-07,FALSE,"Celeste-Tel"
"2013-jun","Metroscopia",0.215,0.245,NA,0.168,NA,NA,NA,NA,1000,NA,2013-06-05,2013-06-06,FALSE,"Metroscopia"
"2013-jun","Asturbarómetro",0.256,0.397,NA,0.143,NA,NA,NA,NA,403,NA,2013-05-05,2013-06-03,FALSE,"Asturbarómetro"
"2013-may","GAD3",0.257,0.341,NA,0.125,NA,NA,NA,NA,1000,NA,2013-05-27,2013-05-30,FALSE,"GAD3"
"2013-may","NC Report",0.252,0.326,NA,0.125,NA,NA,NA,NA,955,NA,2013-05-13,2013-05-23,FALSE,"NC Report"
"2013-may","Metroscopia",0.251,0.286,NA,0.159,NA,0.027,0.008,NA,14000,NA,2013-05-18,2013-05-18,FALSE,"Metroscopia"
"2013-may","Sigma Dos",0.253,0.354,NA,0.134,NA,0.015,NA,NA,1000,NA,2013-05-08,2013-05-10,FALSE,"Sigma Dos"
"2013-may","Invymark",0.245,0.29,NA,0,NA,NA,NA,NA,NA,NA,2013-05-06,2013-05-10,FALSE,"Invymark"
"2013-may","Simple Lógica",0.224,0.292,NA,0.14,NA,NA,NA,NA,987,NA,2013-05-03,2013-05-10,FALSE,"Simple Lógica"
"2013-may","Metroscopia",0.202,0.225,NA,0.166,NA,NA,NA,NA,1000,NA,2013-05-08,2013-05-09,FALSE,"Metroscopia"
"2013-may","MyWord",0.244,0.287,NA,0.133,NA,NA,NA,NA,1000,NA,2013-05-02,2013-05-08,FALSE,"MyWord"
"2013-may","Celeste-Tel",0.267,0.305,NA,0.14,0.017,0.022,0.01,NA,1100,NA,2013-05-02,2013-05-07,FALSE,"Celeste-Tel"
"2013-apr","Invymark",0.249,0.292,NA,0,NA,NA,NA,NA,NA,NA,2013-04-08,2013-04-12,FALSE,"Invymark"
"2013-apr","Simple Lógica",0.214,0.292,NA,0.136,NA,NA,NA,NA,1010,NA,2013-04-01,2013-04-08,FALSE,"Simple Lógica"
"2013-apr","CIS",0.282,0.34,NA,0.099,NA,0.02,0.009,NA,2482,NA,2013-04-01,2013-04-08,FALSE,"CIS"
"2013-apr","Celeste-Tel",0.271,0.304,NA,0.139,0.016,0.021,0.011,NA,1100,NA,2013-04-01,2013-04-05,FALSE,"Celeste-Tel"
"2013-apr","Metroscopia",0.23,0.245,NA,0.156,NA,NA,NA,NA,1000,NA,2013-04-03,2013-04-04,FALSE,"Metroscopia"
"2013-mar","Invymark",0.25,0.291,NA,0,NA,NA,NA,NA,NA,NA,2013-03-18,2013-03-22,FALSE,"Invymark"
"2013-mar","Simple Lógica",0.215,0.312,NA,0.142,NA,NA,NA,NA,1017,NA,2013-03-04,2013-03-08,FALSE,"Simple Lógica"
"2013-mar","Celeste-Tel",0.278,0.294,NA,0.138,NA,0.02,0.011,NA,1100,NA,2013-03-01,2013-03-06,FALSE,"Celeste-Tel"
"2013-mar","Invymark",0.25,0.29,NA,0,NA,NA,NA,NA,NA,NA,2013-02-25,2013-03-01,FALSE,"Invymark"
"2013-feb","Metroscopia",0.231,0.243,NA,0.154,NA,NA,NA,NA,1000,NA,2013-02-27,2013-02-28,FALSE,"Metroscopia"
"2013-feb","Invymark",0.248,0.294,NA,0,NA,NA,NA,NA,NA,NA,2013-02-11,2013-02-15,FALSE,"Invymark"
"2013-feb","Sigma Dos",0.282,0.335,NA,0.123,NA,0.014,NA,NA,1000,NA,2013-02-06,2013-02-08,FALSE,"Sigma Dos"
"2013-feb","Simple Lógica",0.242,0.333,NA,0.13,NA,NA,NA,NA,NA,NA,2013-02-04,2013-02-08,FALSE,"Simple Lógica"
"2013-feb","Celeste-Tel",0.286,0.298,NA,0.128,NA,0.016,0.01,NA,1100,NA,2013-02-01,2013-02-06,FALSE,"Celeste-Tel"
"2013-feb","Metroscopia",0.235,0.239,NA,0.153,NA,NA,NA,NA,2000,NA,2013-01-30,2013-02-01,FALSE,"Metroscopia"
"2013-jan","GESOP",0.28,0.302,NA,0.123,NA,0.017,NA,NA,1000,NA,2013-01-25,2013-01-29,FALSE,"GESOP"
"2013-jan","Invymark",0.247,0.3,NA,0,NA,NA,NA,NA,NA,NA,2013-01-21,2013-01-25,FALSE,"Invymark"
"2013-jan","NC Report",0.263,0.365,NA,0.118,NA,NA,NA,NA,955,NA,2013-01-10,2013-01-21,FALSE,"NC Report"
