"PublYearMonth","Company","M","L","C","KD","S","V","MP","SD","FI","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2012-jul","Sentio Research",0.29,0.071,0.039,0.035,0.325,0.063,0.085,0.079,NA,10.8,1018,2012-07-01,2012-06-01,2012-06-30,TRUE,"Sentio"
"2012-jun","Ipsos (Synovate)",0.307,0.052,0.057,0.042,0.344,0.052,0.095,0.047,NA,19.5,2222,2012-06-29,2012-06-07,2012-06-26,FALSE,"Ipsos"
"2012-jun","Sifo",0.276,0.056,0.048,0.039,0.388,0.044,0.086,0.054,NA,11.9,1919,2012-06-17,2012-06-04,2012-06-14,FALSE,"Sifo"
"2012-jun","Skop",0.311,0.055,0.054,0.029,0.319,0.054,0.098,0.07,NA,8,1000,2012-06-15,2012-05-14,2012-06-05,FALSE,"Skop"
"2012-jun","YouGov",0.29,0.068,0.045,0.039,0.345,0.061,0.081,0.071,NA,NA,1380,2012-06-10,2012-05-09,2012-06-05,FALSE,"YouGov"
"2012-jun","Demoskop",0.308,0.049,0.044,0.024,0.357,0.069,0.077,0.066,NA,12.9,1000,2012-06-08,2012-05-30,2012-06-06,FALSE,"Demoskop"
"2012-jun","SCB",0.286,0.055,0.047,0.037,0.373,0.059,0.081,0.054,NA,18.9,5473,2012-06-04,2012-05-02,2012-05-27,FALSE,"SCB"
"2012-jun","United Minds",0.271,0.066,0.034,0.039,0.346,0.065,0.082,0.087,NA,10.5,1193,2012-06-04,2012-05-07,2012-06-03,FALSE,"United Minds"
"2012-jun","Ipsos (Synovate)",0.303,0.068,0.047,0.036,0.358,0.048,0.078,0.059,NA,19.2,2243,2012-06-01,2012-05-10,2012-05-29,FALSE,"Ipsos"
"2012-maj","Sentio Research",0.273,0.052,0.026,0.035,0.358,0.057,0.086,0.1,NA,NA,1048,2012-05-24,2012-05-01,NA,TRUE,"Sentio"
"2012-maj","Novus",0.283,0.062,0.045,0.042,0.366,0.061,0.082,0.046,NA,10,2000,2012-05-24,2012-04-24,2012-05-21,FALSE,"Novus"
"2012-maj","YouGov",0.311,0.054,0.051,0.036,0.343,0.059,0.082,0.06,NA,NA,1747,2012-05-14,2012-04-04,2012-05-08,FALSE,"YouGov"
"2012-maj","Sifo",0.277,0.053,0.045,0.036,0.367,0.053,0.092,0.066,NA,11.9,1907,2012-05-13,2012-05-02,2012-05-10,FALSE,"Sifo"
"2012-maj","United Minds",0.297,0.067,0.046,0.032,0.346,0.056,0.082,0.064,NA,10.9,1192,2012-05-08,2012-04-10,2012-05-06,FALSE,"United Minds"
"2012-maj","Sentio Research",0.285,0.052,0.028,0.034,0.379,0.051,0.078,0.082,NA,NA,1044,2012-05-07,2012-04-01,2012-04-30,TRUE,"Sentio"
"2012-maj","Demoskop",0.301,0.047,0.048,0.034,0.355,0.057,0.102,0.046,NA,12.4,1000,2012-05-04,2012-04-25,2012-05-02,FALSE,"Demoskop"
"2012-apr","Ipsos (Synovate)",0.318,0.053,0.049,0.032,0.346,0.054,0.089,0.052,NA,19.5,2200,2012-04-28,2012-04-04,2012-04-24,FALSE,"Ipsos"
"2012-apr","Novus",0.291,0.052,0.051,0.038,0.359,0.065,0.082,0.053,NA,10.6,2000,2012-04-26,2012-03-27,2012-04-23,FALSE,"Novus"
"2012-apr","Skop",0.31,0.057,0.043,0.029,0.349,0.053,0.089,0.061,NA,10,1000,2012-04-23,2012-03-27,2012-04-19,FALSE,"Skop"
"2012-apr","Sifo",0.291,0.051,0.046,0.04,0.368,0.056,0.093,0.047,NA,13.9,1920,2012-04-15,2012-04-02,2012-04-12,FALSE,"Sifo"
"2012-apr","United Minds",0.285,0.048,0.036,0.039,0.356,0.057,0.092,0.072,NA,11,1154,2012-04-10,2012-03-12,2012-04-09,FALSE,"United Minds"
"2012-apr","YouGov",0.305,0.059,0.037,0.035,0.344,0.063,0.096,0.057,NA,NA,1401,2012-04-10,2012-03-07,2012-04-03,FALSE,"YouGov"
"2012-apr","Demoskop",0.299,0.052,0.042,0.031,0.341,0.065,0.095,0.066,NA,13,1000,2012-04-06,2012-03-28,2012-04-04,FALSE,"Demoskop"
"2012-apr","Sentio Research",0.302,0.059,0.041,0.035,0.327,0.063,0.078,0.081,NA,NA,1026,2012-04-01,NA,NA,FALSE,"Sentio"
"2012-mar","Ipsos (Synovate)",0.297,0.061,0.05,0.034,0.356,0.057,0.093,0.042,NA,20.2,2502,2012-03-30,2012-03-08,2012-03-27,FALSE,"Ipsos"
"2012-mar","Novus",0.305,0.057,0.048,0.036,0.324,0.073,0.088,0.057,NA,8.6,2000,2012-03-21,2012-02-21,2012-03-19,FALSE,"Novus"
"2012-mar","Sifo",0.287,0.059,0.049,0.035,0.337,0.061,0.103,0.052,NA,11.9,1918,2012-03-18,2012-03-05,2012-03-15,FALSE,"Sifo"
"2012-mar","Demoskop",0.329,0.055,0.049,0.036,0.297,0.063,0.109,0.052,NA,11.2,1000,2012-03-14,2012-02-29,2012-03-07,FALSE,"Demoskop"
"2012-mar","YouGov",0.321,0.056,0.047,0.042,0.296,0.083,0.094,0.054,NA,NA,1754,2012-03-12,2012-02-01,2012-03-06,FALSE,"YouGov"
"2012-mar","United Minds",0.293,0.058,0.047,0.046,0.325,0.073,0.078,0.075,NA,11,1161,2012-03-11,2012-02-13,2012-03-11,FALSE,"United Minds"
"2012-mar","Skop",0.334,0.069,0.05,0.033,0.308,0.065,0.091,0.045,NA,9,1000,2012-03-07,2012-02-19,2012-03-06,FALSE,"Skop"
"2012-mar","Sentio Research",0.297,0.043,0.042,0.046,0.318,0.074,0.081,0.086,NA,NA,1035,2012-03-05,2012-02-23,2012-03-01,FALSE,"Sentio"
"2012-feb","Ipsos (Synovate)",0.321,0.062,0.05,0.039,0.293,0.077,0.09,0.055,NA,19.9,2185,2012-02-24,2012-02-06,2012-02-22,FALSE,"Ipsos"
"2012-feb","Novus",0.325,0.055,0.056,0.041,0.272,0.082,0.105,0.058,NA,10.9,2000,2012-02-22,2012-01-24,2012-02-20,FALSE,"Novus"
"2012-feb","Sifo",0.329,0.065,0.051,0.038,0.292,0.067,0.105,0.047,NA,15.6,1928,2012-02-19,2012-02-06,2012-02-16,FALSE,"Sifo"
"2012-feb","United Minds",0.327,0.05,0.039,0.047,0.26,0.092,0.105,0.072,NA,13.8,1276,2012-02-13,2012-01-27,2012-02-12,FALSE,"United Minds"
"2012-feb","YouGov",0.358,0.047,0.048,0.031,0.219,0.103,0.117,0.069,NA,NA,1509,2012-02-10,2012-01-02,2012-02-01,FALSE,"YouGov"
"2012-feb","Skop",0.329,0.057,0.049,0.037,0.273,0.071,0.115,0.056,NA,10,1045,2012-02-07,2012-01-19,2012-02-03,FALSE,"Skop"
"2012-feb","Demoskop",0.32,0.067,0.043,0.038,0.248,0.093,0.116,0.063,NA,13.2,1000,2012-02-03,2012-01-25,2012-02-02,FALSE,"Demoskop"
"2012-jan","Ipsos (Synovate)",0.357,0.058,0.046,0.031,0.237,0.096,0.107,0.058,NA,20.1,2141,2012-01-27,2012-01-09,2012-01-25,FALSE,"Ipsos"
"2012-jan","Novus",0.356,0.058,0.054,0.034,0.229,0.076,0.121,0.06,NA,11.1,2000,2012-01-25,2011-12-27,2012-01-23,FALSE,"Novus"
"2012-jan","Sifo",0.329,0.056,0.045,0.042,0.246,0.088,0.118,0.069,NA,13.8,1927,2012-01-22,2012-01-09,2012-01-19,FALSE,"Sifo"
"2012-jan","United Minds",0.322,0.063,0.063,0.028,0.236,0.079,0.115,0.083,NA,10.1,1732,2012-01-16,2011-12-05,2012-01-15,FALSE,"United Minds"
"2012-jan","Skop",0.356,0.058,0.055,0.039,0.253,0.061,0.115,0.055,NA,10,1006,2012-01-13,2011-12-16,2012-01-12,FALSE,"Skop"
"2012-jan","Demoskop",0.341,0.058,0.053,0.029,0.239,0.059,0.146,0.06,NA,14.1,1000,2012-01-09,2011-12-27,2012-01-04,FALSE,"Demoskop"
"2012-jan","YouGov",0.344,0.062,0.05,0.036,0.247,0.064,0.119,0.069,NA,NA,1406,2012-01-09,2011-12-05,2012-01-01,FALSE,"YouGov"
"2012-jan","Sentio Research",0.357,0.057,0.045,0.039,0.245,0.075,0.101,0.076,NA,NA,1995,2012-01-01,2011-12-05,2011-12-18,FALSE,"Sentio"
"2011-dec","Novus",0.348,0.056,0.058,0.038,0.262,0.064,0.11,0.054,NA,9.8,2000,2011-12-22,2011-11-22,2011-12-19,FALSE,"Novus"
"2011-dec","Synovate",0.357,0.065,0.054,0.038,0.242,0.063,0.122,0.055,NA,20.2,1924,2011-12-19,2011-12-01,2011-12-14,FALSE,"Ipsos"
"2011-dec","Sifo",0.344,0.055,0.054,0.043,0.254,0.063,0.123,0.052,NA,13.1,1909,2011-12-18,2011-12-05,2011-12-15,FALSE,"Sifo"
"2011-dec","Demoskop",0.363,0.059,0.061,0.033,0.261,0.042,0.115,0.051,NA,13.1,1000,2011-12-14,2011-11-30,2011-12-07,FALSE,"Demoskop"
"2011-dec","YouGov",0.343,0.059,0.045,0.034,0.241,0.069,0.112,0.089,NA,NA,1414,2011-12-12,2011-11-07,2011-12-04,FALSE,"YouGov"
"2011-dec","SCB",0.334,0.056,0.055,0.038,0.277,0.052,0.117,0.057,NA,10.6,5907,2011-12-07,2011-11-01,2011-11-27,FALSE,"SCB"
"2011-dec","United Minds",0.315,0.075,0.055,0.043,0.257,0.066,0.107,0.065,NA,10.9,1242,2011-12-05,2011-11-07,2011-12-04,FALSE,"United Minds"
"2011-dec","Sentio Research",0.343,0.064,0.054,0.041,0.266,0.064,0.096,0.064,NA,NA,2142,2011-12-01,2011-11-07,2011-11-27,FALSE,"Sentio"
"2011-nov","Synovate",0.359,0.063,0.063,0.043,0.251,0.053,0.108,0.053,NA,21.1,2699,2011-11-25,2011-11-07,2011-11-23,FALSE,"Ipsos"
"2011-nov","Novus",0.337,0.068,0.058,0.04,0.27,0.06,0.101,0.053,NA,8.3,2000,2011-11-24,2011-10-25,2011-11-21,FALSE,"Novus"
"2011-nov","Skop",0.354,0.07,0.052,0.037,0.268,0.042,0.116,0.049,NA,NA,1017,2011-11-21,2011-10-28,2011-11-20,FALSE,"Skop"
"2011-nov","Sifo",0.328,0.066,0.067,0.032,0.274,0.058,0.1,0.067,NA,14.4,1921,2011-11-13,2011-10-31,2011-11-10,FALSE,"Sifo"
"2011-nov","United Minds",0.328,0.072,0.047,0.036,0.249,0.069,0.106,0.077,NA,12.3,1128,2011-11-07,2011-10-11,2011-11-06,FALSE,"United Minds"
"2011-nov","Demoskop",0.334,0.051,0.049,0.032,0.266,0.067,0.126,0.06,NA,12.9,1000,2011-11-04,2011-10-26,2011-11-02,FALSE,"Demoskop"
"2011-nov","Sentio Research",0.349,0.067,0.049,0.041,0.256,0.069,0.09,0.071,NA,NA,2020,2011-11-01,2011-10-10,2011-10-23,FALSE,"Sentio"
"2011-okt","Synovate",0.34,0.067,0.053,0.04,0.281,0.058,0.1,0.051,NA,NA,2699,2011-10-28,2011-10-10,2011-10-26,FALSE,"Ipsos"
"2011-okt","Novus",0.32,0.058,0.057,0.045,0.295,0.059,0.096,0.06,NA,9.3,2000,2011-10-19,2011-09-21,2011-10-17,FALSE,"Novus"
"2011-okt","Skop",0.326,0.057,0.071,0.04,0.317,0.045,0.087,0.048,NA,8,1012,2011-10-17,2011-09-27,2011-10-16,FALSE,"Skop"
"2011-okt","Sifo",0.311,0.068,0.049,0.038,0.303,0.063,0.101,0.055,NA,13.5,1926,2011-10-17,2011-10-03,2011-10-13,FALSE,"Sifo"
"2011-okt","United Minds",0.292,0.07,0.06,0.038,0.3,0.056,0.102,0.071,NA,8.4,1355,2011-10-11,2011-09-12,2011-10-10,FALSE,"United Minds"
"2011-okt","Demoskop",0.327,0.062,0.058,0.047,0.282,0.046,0.105,0.059,NA,16,1000,2011-10-10,2011-09-28,2011-10-05,FALSE,"Demoskop"
"2011-okt","YouGov",0.318,0.064,0.04,0.041,0.301,0.058,0.101,0.07,NA,NA,1404,2011-10-10,2011-09-05,2011-10-02,FALSE,"YouGov"
"2011-okt","Sentio Research",0.316,0.064,0.048,0.033,0.335,0.052,0.079,0.067,NA,NA,1984,2011-10-04,2011-08-30,2011-09-19,FALSE,"Sentio"
"2011-sep","Synovate",0.317,0.055,0.054,0.038,0.341,0.049,0.083,0.051,NA,NA,2685,2011-09-30,2011-09-12,2011-09-18,FALSE,"Ipsos"
"2011-sep","Novus",0.316,0.068,0.049,0.037,0.332,0.048,0.09,0.05,NA,8.7,2000,2011-09-22,2011-08-23,2011-09-20,FALSE,"Novus"
"2011-sep","Sifo",0.327,0.058,0.045,0.041,0.318,0.054,0.089,0.055,NA,12.4,1901,2011-09-18,2011-09-05,2011-09-15,FALSE,"Sifo"
"2011-sep","Demoskop",0.325,0.051,0.059,0.034,0.31,0.059,0.104,0.048,NA,13.7,1001,2011-09-12,2011-08-31,2011-09-07,FALSE,"Demoskop"
"2011-sep","Skop",0.335,0.069,0.052,0.04,0.305,0.051,0.087,0.051,NA,7,1043,2011-09-12,2011-08-22,2011-09-08,FALSE,"Skop"
"2011-sep","United Minds",0.309,0.069,0.053,0.039,0.324,0.033,0.1,0.06,NA,10.7,1306,2011-09-12,2011-08-15,2011-09-11,FALSE,"United Minds"
"2011-sep","YouGov",0.327,0.064,0.04,0.036,0.311,0.045,0.095,0.075,NA,NA,1755,2011-09-12,2011-08-02,2011-09-04,FALSE,"YouGov"
"2011-sep","Sentio Research",0.32,0.065,0.04,0.032,0.331,0.048,0.08,0.071,NA,NA,1512,2011-09-04,2011-08-08,2011-08-21,FALSE,"Sentio"
"2011-aug","Synovate",0.369,0.075,0.038,0.033,0.328,0.037,0.084,0.029,NA,17.1,1711,2011-08-26,2011-08-15,2011-08-24,FALSE,"Ipsos"
"2011-aug","Novus",0.315,0.062,0.052,0.029,0.349,0.039,0.089,0.056,NA,11,2000,2011-08-25,2011-07-26,2011-08-22,FALSE,"Novus"
"2011-aug","Sifo",0.301,0.074,0.043,0.04,0.328,0.043,0.101,0.06,NA,12.2,1913,2011-08-21,2011-08-08,2011-08-18,FALSE,"Sifo"
"2011-aug","United Minds",0.31,0.064,0.044,0.032,0.316,0.05,0.098,0.078,NA,8.5,1773,2011-08-15,2011-07-03,2011-08-14,FALSE,"United Minds"
"2011-aug","YouGov",0.315,0.071,0.034,0.037,0.306,0.043,0.106,0.077,NA,NA,1408,2011-08-08,2011-07-04,2011-08-01,FALSE,"YouGov"
"2011-aug","Sentio Research",0.316,0.063,0.042,0.035,0.337,0.048,0.084,0.064,NA,NA,1960,2011-08-04,2011-07-11,2011-07-31,FALSE,"Sentio"
"2011-jul","YouGov",0.321,0.059,0.047,0.031,0.306,0.049,0.104,0.072,NA,15.8,1404,2011-07-12,2011-06-06,2011-07-03,FALSE,"YouGov"
"2011-jul","Demoskop",0.349,0.06,0.037,0.033,0.325,0.038,0.106,0.048,NA,13.1,1000,2011-07-10,2011-06-29,2011-07-06,FALSE,"Demoskop"
"2011-jul","Skop",0.329,0.066,0.06,0.031,0.309,0.047,0.107,0.042,NA,5,1059,2011-07-10,2011-06-17,2011-07-03,FALSE,"Skop"
"2011-jul","United Minds",0.312,0.065,0.047,0.042,0.301,0.046,0.101,0.074,NA,9,1127,2011-07-03,2011-06-06,2011-07-02,FALSE,"United Minds"
"2011-jul","Sentio Research",0.313,0.068,0.041,0.043,0.32,0.043,0.093,0.069,NA,NA,947,2011-07-01,2011-06-06,2011-06-19,FALSE,"Sentio"
"2011-jun","Synovate",0.324,0.075,0.037,0.045,0.32,0.038,0.103,0.048,NA,18,2426,2011-06-23,2011-06-07,2011-06-21,FALSE,"Ipsos"
"2011-jun","Sifo",0.29,0.062,0.045,0.036,0.352,0.045,0.091,0.068,NA,11.8,1909,2011-06-19,2011-06-07,2011-06-16,FALSE,"Sifo"
"2011-jun","Novus",0.308,0.066,0.048,0.045,0.322,0.051,0.099,0.054,NA,9.7,2000,2011-06-18,2011-05-17,2011-06-13,FALSE,"Novus"
"2011-jun","Skop",0.334,0.054,0.055,0.038,0.317,0.043,0.093,0.065,NA,6,1000,2011-06-17,2011-05-16,2011-05-30,FALSE,"Skop"
"2011-jun","Demoskop",0.321,0.065,0.05,0.035,0.292,0.052,0.118,0.063,NA,10.2,1000,2011-06-14,2011-05-25,2011-06-01,FALSE,"Demoskop"
"2011-jun","YouGov",0.317,0.072,0.045,0.041,0.301,0.052,0.093,0.071,NA,NA,1751,2011-06-13,2011-05-05,2011-06-05,FALSE,"YouGov"
"2011-jun","SCB",0.311,0.06,0.045,0.038,0.34,0.045,0.089,0.057,NA,16.8,6147,2011-06-08,2011-05-01,2011-05-26,FALSE,"SCB"
"2011-jun","United Minds",0.305,0.068,0.04,0.031,0.309,0.047,0.112,0.078,NA,8,1195,2011-06-05,2011-05-09,2011-06-05,FALSE,"United Minds"
"2011-jun","Sentio Research",0.311,0.07,0.04,0.044,0.332,0.048,0.084,0.064,NA,NA,2042,2011-06-04,2011-05-02,2011-05-22,FALSE,"Sentio"
"2011-maj","Synovate",0.327,0.072,0.047,0.038,0.33,0.041,0.089,0.042,NA,16.3,2706,2011-05-27,2011-05-09,2011-05-25,FALSE,"Ipsos"
"2011-maj","Novus",0.304,0.07,0.052,0.037,0.341,0.046,0.085,0.055,NA,8.9,2000,2011-05-19,2011-04-26,2011-05-16,FALSE,"Novus"
"2011-maj","Sifo",0.304,0.066,0.054,0.036,0.334,0.046,0.088,0.068,NA,12.4,1911,2011-05-15,2011-05-02,2011-05-12,FALSE,"Sifo"
"2011-maj","YouGov",0.351,0.059,0.037,0.036,0.303,0.044,0.099,0.066,NA,NA,1398,2011-05-10,2011-04-04,2011-05-01,FALSE,"YouGov"
"2011-maj","United Minds",0.322,0.065,0.04,0.041,0.307,0.049,0.089,0.077,NA,9.2,1116,2011-05-09,2011-04-11,2011-05-08,FALSE,"United Minds"
"2011-maj","Demoskop",0.322,0.062,0.042,0.035,0.303,0.049,0.105,0.071,NA,12.9,1000,2011-05-09,2011-03-29,2011-05-05,FALSE,"Demoskop"
"2011-maj","Skop",0.334,0.06,0.043,0.04,0.304,0.061,0.09,0.059,NA,7,1020,2011-05-08,2011-04-13,2011-05-05,FALSE,"Skop"
"2011-maj","Sentio Research",0.329,0.065,0.045,0.035,0.313,0.05,0.083,0.067,NA,NA,3188,2011-05-03,2011-04-04,2011-04-24,FALSE,"Sentio"
"2011-apr","Synovate",0.339,0.06,0.05,0.036,0.306,0.048,0.089,0.062,NA,17,2717,2011-04-30,2011-04-11,2011-04-27,FALSE,"Ipsos"
"2011-apr","Novus",0.328,0.062,0.051,0.034,0.321,0.048,0.085,0.059,NA,11.4,2000,2011-04-22,2011-04-05,2011-04-18,FALSE,"Novus"
"2011-apr","Sifo",0.325,0.06,0.04,0.038,0.312,0.054,0.098,0.066,NA,12.5,1912,2011-04-17,2011-04-04,2011-04-14,FALSE,"Sifo"
"2011-apr","Demoskop",0.362,0.063,0.042,0.036,0.288,0.044,0.101,0.049,NA,10.5,1000,2011-04-12,2011-03-29,2011-04-05,FALSE,"Demoskop"
"2011-apr","YouGov",0.328,0.071,0.045,0.029,0.292,0.053,0.096,0.082,NA,NA,1401,2011-04-12,2011-03-07,2011-04-04,FALSE,"YouGov"
"2011-apr","United Minds",0.303,0.073,0.056,0.051,0.308,0.054,0.08,0.064,NA,10.8,1211,2011-04-11,2011-03-22,2011-04-10,FALSE,"United Minds"
"2011-apr","Skop",0.345,0.074,0.035,0.029,0.301,0.055,0.09,0.052,NA,6,1000,2011-04-08,2011-03-10,2011-04-05,FALSE,"Skop"
"2011-mar","Sentio Research",0.332,0.067,0.045,0.039,0.301,0.052,0.092,0.064,NA,NA,2791,2011-03-30,2011-03-07,2011-03-27,FALSE,"Sentio"
"2011-mar","Synovate",0.349,0.062,0.05,0.032,0.299,0.045,0.097,0.057,NA,16.5,2840,2011-03-25,2011-03-07,2011-03-23,FALSE,"Ipsos"
"2011-mar","Novus",0.318,0.073,0.048,0.045,0.305,0.049,0.094,0.061,NA,9.4,1718,2011-03-24,2011-03-10,2011-03-21,FALSE,"Novus"
"2011-mar","United Minds",0.333,0.069,0.043,0.033,0.28,0.054,0.104,0.072,NA,9.8,1211,2011-03-21,2011-03-12,2011-03-21,FALSE,"United Minds"
"2011-mar","Sifo",0.309,0.067,0.047,0.045,0.305,0.06,0.092,0.062,NA,12.6,1920,2011-03-20,2011-03-07,2011-03-17,FALSE,"Sifo"
"2011-mar","United Minds",0.338,0.071,0.048,0.038,0.278,0.049,0.098,0.068,NA,9.3,1337,2011-03-14,2011-02-14,2011-03-13,FALSE,"United Minds"
"2011-mar","YouGov",0.339,0.078,0.032,0.039,0.286,0.053,0.101,0.064,NA,NA,1197,2011-03-14,2011-02-07,2011-03-07,FALSE,"YouGov"
"2011-mar","Skop",0.354,0.058,0.047,0.038,0.292,0.057,0.095,0.048,NA,6,1020,2011-03-12,2011-02-10,2011-03-09,FALSE,"Skop"
"2011-mar","Sentio Research",0.343,0.075,0.046,0.039,0.279,0.055,0.089,0.066,NA,NA,3004,2011-03-07,2011-03-14,NA,FALSE,"Sentio"
"2011-mar","Demoskop",0.324,0.073,0.046,0.035,0.293,0.052,0.106,0.057,NA,10.3,1000,2011-03-06,2011-02-23,2011-03-02,FALSE,"Demoskop"
"2011-feb","Novus",0.336,0.074,0.051,0.041,0.284,0.05,0.087,0.065,NA,10.2,2000,2011-02-27,2011-02-08,2011-02-21,FALSE,"Novus"
"2011-feb","Synovate",0.367,0.077,0.036,0.039,0.29,0.053,0.08,0.046,NA,15,2880,2011-02-26,2011-02-07,2011-02-23,FALSE,"Ipsos"
"2011-feb","Sifo",0.334,0.065,0.051,0.043,0.302,0.054,0.077,0.064,NA,12.3,1917,2011-02-20,2011-02-07,2011-02-17,FALSE,"Sifo"
"2011-feb","United Minds",0.318,0.072,0.044,0.046,0.256,0.051,0.114,0.085,NA,7.8,1158,2011-02-14,2011-01-17,2011-02-13,FALSE,"United Minds"
"2011-feb","Demoskop",0.368,0.059,0.04,0.027,0.301,0.045,0.093,0.051,NA,13.8,1000,2011-02-07,2011-01-26,2011-02-02,FALSE,"Demoskop"
"2011-jan","Synovate",0.346,0.065,0.047,0.036,0.27,0.052,0.111,0.063,NA,13.8,2673,2011-01-31,2011-01-10,2011-01-26,FALSE,"Ipsos"
"2011-jan","Sifo",0.339,0.071,0.047,0.044,0.278,0.043,0.103,0.069,NA,10.7,1907,2011-01-23,2011-01-10,2011-01-20,FALSE,"Sifo"
"2011-jan","Novus",0.345,0.069,0.047,0.045,0.28,0.055,0.086,0.059,NA,8.4,2000,2011-01-19,2011-01-04,2011-01-17,FALSE,"Novus"
"2011-jan","United Minds",0.351,0.062,0.041,0.038,0.266,0.059,0.098,0.07,NA,7.3,1202,2011-01-17,2010-12-20,2011-01-16,FALSE,"United Minds"
"2011-jan","Skop",0.357,0.081,0.055,0.027,0.244,0.052,0.096,0.071,NA,6,1004,2011-01-16,2010-12-15,2011-01-12,FALSE,"Skop"
"2011-jan","Demoskop",0.361,0.066,0.041,0.037,0.278,0.052,0.096,0.057,NA,10.5,1003,2011-01-13,2011-01-03,2011-01-11,FALSE,"Demoskop"
"2010-dec","Skop",0.351,0.072,0.038,0.028,0.282,0.05,0.11,0.063,NA,4,1102,2010-12-27,2010-11-28,2010-12-16,FALSE,"Skop"
"2010-dec","United Minds",0.317,0.075,0.055,0.048,0.276,0.052,0.094,0.069,NA,6.5,1148,2010-12-20,2010-11-23,2010-12-19,FALSE,"United Minds"
"2010-dec","Sifo",0.342,0.068,0.048,0.035,0.269,0.049,0.101,0.072,NA,11,1904,2010-12-19,2010-12-06,2010-12-16,FALSE,"Sifo"
"2010-dec","Synovate",0.363,0.073,0.058,0.032,0.267,0.051,0.104,0.046,NA,14.9,2680,2010-12-17,2010-11-29,2010-12-15,FALSE,"Ipsos"
"2010-dec","Novus",0.334,0.073,0.055,0.029,0.287,0.053,0.095,0.065,NA,6,2000,2010-12-17,2010-11-30,2010-12-13,FALSE,"Novus"
"2010-dec","SCB",0.324,0.068,0.058,0.043,0.29,0.047,0.088,0.067,NA,4.9,6192,2010-12-08,2010-10-31,2010-11-25,FALSE,"SCB"
"2010-dec","Demoskop",0.348,0.061,0.05,0.034,0.282,0.061,0.089,0.056,NA,7.6,1004,2010-12-03,2010-11-24,2010-12-02,FALSE,"Demoskop"
"2010-nov","Synovate",0.375,0.062,0.052,0.038,0.277,0.053,0.091,0.043,NA,14.3,2665,2010-11-26,2010-11-08,2010-11-24,FALSE,"Ipsos"
"2010-nov","United Minds",0.31,0.07,0.063,0.049,0.291,0.058,0.085,0.06,NA,6.2,1150,2010-11-22,2010-10-25,2010-11-21,FALSE,"United Minds"
"2010-nov","Novus",0.336,0.07,0.046,0.044,0.299,0.05,0.082,0.063,NA,6.1,2000,2010-11-17,2010-11-02,2010-11-15,FALSE,"Novus"
"2010-nov","Sifo",0.318,0.078,0.051,0.041,0.285,0.058,0.085,0.069,NA,11.6,1889,2010-11-14,2010-11-01,2010-11-11,FALSE,"Sifo"
"2010-nov","Skop",0.325,0.07,0.05,0.028,0.313,0.043,0.091,0.062,NA,5,1000,2010-11-14,2010-10-17,2010-11-08,FALSE,"Skop"
"2010-nov","Demoskop",0.343,0.082,0.048,0.044,0.289,0.05,0.091,0.049,NA,10,1004,2010-11-05,2010-10-27,2010-11-03,FALSE,"Demoskop"
"2010-okt","Synovate",0.352,0.078,0.053,0.038,0.284,0.042,0.094,0.046,NA,12.4,2668,2010-10-29,2010-10-11,2010-10-27,FALSE,"Ipsos"
"2010-okt","United Minds",0.306,0.074,0.066,0.051,0.296,0.059,0.075,0.059,NA,5.8,1381,2010-10-25,2010-09-25,2010-10-24,FALSE,"United Minds"
"2010-okt","Novus",0.32,0.079,0.049,0.048,0.304,0.044,0.081,0.064,NA,5,2000,2010-10-24,2010-10-05,2010-10-18,FALSE,"Novus"
"2010-okt","Sifo",0.324,0.07,0.05,0.042,0.295,0.053,0.087,0.064,NA,9.2,1904,2010-10-17,2010-10-04,2010-10-14,FALSE,"Sifo"
"2010-okt","Synovate",0.317,0.078,0.054,0.044,0.296,0.051,0.089,0.047,NA,10.7,1635,2010-10-05,2010-09-22,2010-09-30,FALSE,"Ipsos"
"2010-sep","SVT VALU",0.291,0.072,0.071,0.057,0.3,0.061,0.09,0.046,NA,NA,11889,2010-09-19,2010-09-11,2010-09-19,FALSE,"SVT"
"2010-sep","Skop",0.289,0.087,0.065,0.056,0.288,0.067,0.08,0.05,NA,NA,2000,2010-09-18,2010-09-07,2010-09-16,FALSE,"Skop"
"2010-sep","Novus",0.288,0.073,0.072,0.06,0.299,0.061,0.082,0.044,NA,12,1500,2010-09-18,2010-09-15,2010-09-17,FALSE,"Novus"
"2010-sep","United Minds",0.276,0.067,0.063,0.063,0.277,0.063,0.099,0.072,NA,8,1554,2010-09-18,2010-09-15,2010-09-17,FALSE,"United Minds"
"2010-sep","Sifo",0.3,0.068,0.066,0.065,0.303,0.053,0.097,0.038,NA,10.2,1941,2010-09-18,2010-09-15,2010-09-16,FALSE,"Sifo"
"2010-sep","Synovate",0.304,0.066,0.069,0.053,0.297,0.046,0.086,0.059,NA,15,1820,2010-09-18,2010-09-07,2010-09-16,FALSE,"Ipsos"
"2010-sep","United Minds",0.257,0.072,0.089,0.062,0.28,0.058,0.094,0.071,NA,NA,1722,2010-09-17,2010-09-14,2010-09-16,FALSE,"United Minds"
"2010-sep","Demoskop",0.316,0.071,0.062,0.063,0.289,0.065,0.071,0.051,NA,14.1,1527,2010-09-17,2010-09-09,2010-09-15,FALSE,"Demoskop"
